product_id,card_id
1,101001
1,101002
1,101003
1,101004
1,101005
1,101006
1,101007
1,101008
1,101009
1,101010
1,101011
1,101012
1,101013
1,101014
1,101015
1,101016
1,101017
1,101018
1,101019
1,101020
1,101021
1,101022
1,101023
1,101024
1,101025
1,101026
1,101027
1,101028
1,101029
1,101030
1,101031
1,101032
1,101033
1,101034
1,101035
1,101036
1,101037
1,101038
1,101039
1,101040
1,101041
1,101042
1,101043
1,101044
1,101045
1,101046
1,101047
1,101048
1,101049
1,101050
1,101051
1,101052
1,101053
1,101054
1,101055
1,101056
1,101057
1,101058
1,101059
1,101060
1,101061
1,101062
1,101063
1,101064
1,101065
1,101066
1,101067
1,101068
1,101069
1,101070
1,101071
1,101072
1,101073
1,101074
1,101075
1,101076
1,101077
1,101078
1,101079
1,101080
1,101081
1,101082
1,101083
1,101084
1,101085
1,101086
1,101087
1,101088
1,101089
1,101090
1,101091
1,101092
1,101093
1,101094
1,101095
1,101096
1,101097
1,101098
1,101099
1,101100
1,101101
1,101102
1,101103
1,101104
1,101105
1,101106
1,101107
1,101108
1,101109
1,101110
1,101111
1,101112
1,101113
1,101114
1,101115
1,101116
1,101117
1,101118
1,101119
1,101120
1,101121
1,101122
1,101123
1,101124
1,101125
1,101126
1,101127
1,101128
1,101129
1,101130
1,101131
1,101132
1,101133
1,101134
1,101135
1,101136
1,101137
1,101138
1,101139
1,101140
1,101141
1,101142
1,101143
1,101144
1,101145
1,101146
1,101147
1,101148
1,101149
1,101150
1,101151
1,101152
1,101153
1,101154
1,101155
1,101156
1,101157
1,101158
1,101159
1,101160
1,101161
1,101162
1,101163
1,101164
1,101165
1,101166
1,101167
1,101168
1,101169
1,101170
1,101171
1,101172
1,101173
1,101174
1,101175
1,101176
1,101177
1,101178
1,101179
1,101180
1,101181
1,101182
1,101183
1,101184
1,101185
1,101186
1,101187
1,101188
1,101189
1,101190
1,101191
1,101192
1,101193
1,101194
1,101195
1,101196
1,101197
1,101198
1,101199
1,101200
1,101201
1,101202
1,101203
1,101204
1,101205
1,101206
1,101207
1,101208
1,101209
1,101210
1,101211
1,101212
1,101213
1,101214
1,101215
1,101216
1,101217
1,101218
1,101219
1,101220
1,101221
1,101222
1,101223
1,101224
1,101225
1,101226
1,101227
1,101228
1,101229
1,101230
1,101231
1,101232
1,101233
1,101234
1,101235
1,101236
1,101237
1,101238
1,101239
1,101240
1,101241
1,101242
1,101243
1,101244
1,101245
1,101246
1,101247
1,101248
1,101249
1,101250
1,101251
1,101252
1,101253
1,101254
1,101255
1,101256
1,101257
1,101258
1,101259
1,101260
1,101261
1,101262
1,101263
1,101264
1,101265
1,101266
1,101267
1,101268
1,101269
1,101270
1,101271
1,101272
1,101273
1,101274
1,101275
1,101276
1,101277
1,101278
1,101279
1,101280
1,101281
1,101282
1,101283
1,101284
1,101285
1,101286
1,101287
1,101288
1,101289
1,101290
1,101291
1,101292
1,101293
1,101294
1,101295
1,101296
1,101297
1,101298
1,101299
1,101300
1,101301
1,101302
1,101303
1,101304
1,101305
1,101306
1,101307
1,101308
1,101309
1,101310
1,101311
1,101312
1,101337
1,101338
1,101339
1,101340
1,101341
1,101342
3,103313
3,103314
3,103315
3,103316
3,103317
3,103318
3,103319
3,103320
3,103321
3,103322
3,103323
3,103324
3,103325
3,103326
3,103327
3,103328
3,103329
3,103330
3,103331
3,103332
3,103333
3,103334
3,103335
3,103336
4,104001
10,104001
4,104002
10,104002
4,104003
10,104003
4,104004
10,104004
4,104005
10,104005
4,104006
10,104006
4,104007
10,104007
4,104008
10,104008
4,104009
10,104009
4,104010
10,104010
4,104011
10,104011
4,104012
10,104012
4,104013
10,104013
4,104014
10,104014
4,104015
10,104015
4,104016
10,104016
4,104017
10,104017
4,104018
10,104018
4,104019
10,104019
4,104020
10,104020
4,104021
10,104021
4,104022
10,104022
4,104023
10,104023
4,104024
10,104024
5,105001
10,105001
5,105002
10,105002
5,105003
10,105003
5,105004
10,105004
5,105005
10,105005
5,105006
10,105006
5,105007
10,105007
5,105008
10,105008
5,105009
10,105009
5,105010
10,105010
5,105011
10,105011
5,105012
10,105012
5,105013
10,105013
5,105014
10,105014
5,105015
10,105015
5,105016
10,105016
5,105017
10,105017
5,105018
10,105018
5,105019
10,105019
5,105020
10,105020
5,105021
10,105021
5,105022
10,105022
5,105023
10,105023
5,105024
10,105024
6,106001
6,106002
6,106003
6,106004
6,106005
6,106006
6,106007
6,106008
6,106009
6,106010
6,106011
6,106012
6,106013
6,106014
6,106015
6,106016
6,106017
6,106018
6,106019
6,106020
6,106021
6,106022
6,106023
6,106024
6,106025
6,106026
6,106027
6,106028
6,106029
6,106030
6,106031
6,106032
6,106033
6,106034
6,106035
6,106036
6,106037
6,106038
6,106039
6,106040
6,106041
6,106042
6,106043
6,106044
6,106045
6,106046
6,106047
6,106048
6,106049
6,106050
6,106051
6,106052
6,106053
6,106054
6,106055
6,106056
6,106057
6,106058
6,106059
6,106060
6,106061
6,106062
6,106063
6,106064
6,106065
6,106066
6,106067
6,106068
6,106069
6,106070
6,106071
6,106072
6,106073
6,106074
6,106075
6,106076
6,106077
6,106078
6,106079
6,106080
6,106081
6,106082
6,106083
6,106084
6,106085
6,106086
6,106087
6,106088
6,106089
6,106090
6,106091
6,106092
6,106093
6,106094
6,106095
6,106096
6,106097
6,106098
6,106099
6,106100
6,106101
6,106102
6,106103
6,106104
6,106105
6,106106
6,106107
6,106108
6,106109
6,106110
6,106111
6,106112
6,106113
6,106114
6,106115
6,106116
6,106117
6,106118
6,106119
6,106120
6,106121
6,106122
6,106123
6,106124
6,106125
6,106126
6,106127
6,106128
6,106129
6,106130
6,106131
6,106132
9011,106901
7,107001
10,107001
7,107002
10,107002
7,107003
10,107003
7,107004
10,107004
7,107005
10,107005
7,107006
10,107006
7,107007
10,107007
7,107008
10,107008
7,107009
10,107009
7,107010
10,107010
7,107011
10,107011
7,107012
10,107012
7,107013
10,107013
7,107014
10,107014
7,107015
10,107015
7,107016
10,107016
7,107017
10,107017
7,107018
10,107018
7,107019
10,107019
7,107020
10,107020
7,107021
10,107021
7,107022
10,107022
7,107023
10,107023
7,107024
10,107024
8,108001
8,108002
8,108003
8,108004
8,108005
8,108006
8,108007
8,108008
8,108009
8,108010
8,108011
8,108012
8,108013
8,108014
8,108015
8,108016
8,108017
8,108018
8,108019
8,108020
8,108021
8,108022
8,108023
8,108024
8,108025
8,108026
8,108027
8,108028
8,108029
8,108030
8,108031
8,108032
8,108033
8,108034
8,108035
8,108036
8,108037
8,108038
8,108039
8,108040
8,108041
8,108042
8,108043
8,108044
8,108045
8,108046
8,108047
8,108048
8,108049
8,108050
8,108051
8,108052
8,108053
8,108054
8,108055
8,108056
8,108057
8,108058
8,108059
8,108060
8,108061
8,108062
8,108063
8,108064
8,108065
8,108066
8,108067
8,108068
8,108069
8,108070
8,108071
8,108072
8,108073
8,108074
8,108075
8,108076
8,108077
8,108078
8,108079
8,108080
8,108081
8,108082
8,108083
8,108084
8,108085
8,108086
8,108087
8,108088
8,108089
8,108090
8,108091
8,108092
8,108093
8,108094
8,108095
8,108096
8,108097
8,108098
8,108099
8,108100
8,108101
8,108102
8,108103
8,108104
8,108105
8,108106
8,108107
8,108108
8,108109
8,108110
8,108111
8,108112
8,108113
8,108114
8,108115
8,108116
8,108117
8,108118
8,108119
9,109001
9,109002
9,109003
9,109004
9,109005
9,109006
9,109007
9,109008
9,109009
9,109010
9,109011
9,109012
9,109013
9,109014
9,109015
9,109016
9,109017
9,109018
9,109019
9,109020
9,109021
9,109022
9,109023
9,109024
9011,109025
9011,109026
11,110001
11,110002
11,110003
11,110004
11,110005
11,110006
11,110007
11,110008
11,110009
11,110010
11,110011
11,110012
11,110013
11,110014
11,110015
11,110016
11,110017
11,110018
11,110019
11,110020
11,110021
11,110022
11,110023
11,110024
11,110025
11,110026
11,110027
11,110028
11,110029
11,110030
11,110031
11,110032
11,110033
11,110034
11,110035
11,110036
11,110037
11,110038
11,110039
11,110040
11,110041
11,110042
11,110043
11,110044
11,110045
11,110046
11,110047
11,110048
11,110049
11,110050
11,110051
11,110052
11,110053
11,110054
11,110055
11,110056
11,110057
11,110058
11,110059
11,110060
11,110061
11,110062
11,110063
11,110064
11,110065
11,110066
11,110067
11,110068
11,110069
11,110070
11,110071
11,110072
11,110073
11,110074
11,110075
11,110076
11,110077
11,110078
11,110079
11,110080
11,110081
11,110082
11,110083
11,110084
11,110085
11,110086
11,110087
11,110088
11,110089
11,110090
11,110091
11,110092
11,110093
11,110094
11,110095
11,110096
11,110097
11,110098
11,110099
11,110100
11,110101
11,110102
11,110103
11,110104
11,110105
11,110106
11,110107
11,110108
11,110109
11,110110
11,110111
11,110112
11,110113
11,110114
11,110115
12,111001
12,111002
12,111003
12,111004
12,111005
12,111006
12,111007
12,111008
12,111009
12,111010
12,111011
12,111012
12,111013
12,111014
12,111015
12,111016
12,111017
12,111018
12,111019
12,111020
12,111021
12,111022
12,111023
12,111024
12,111025
12,111026
12,111027
12,111028
12,111029
12,111030
12,111031
12,111032
12,111033
12,111034
12,111035
12,111036
12,111037
12,111038
12,111039
12,111040
12,111041
12,111042
12,111043
12,111044
12,111045
12,111046
12,111047
12,111048
12,111049
12,111050
12,111051
12,111052
12,111053
12,111054
12,111055
12,111056
12,111057
12,111058
12,111059
12,111060
12,111061
12,111062
12,111063
12,111064
12,111065
12,111066
12,111067
12,111068
12,111069
12,111070
12,111071
12,111072
12,111073
12,111074
12,111075
12,111076
12,111077
12,111078
12,111079
12,111080
12,111081
12,111082
12,111083
12,111084
12,111085
12,111086
12,111087
12,111088
12,111089
12,111090
12,111091
12,111092
12,111093
12,111094
12,111095
12,111096
12,111097
12,111098
12,111099
12,111100
12,111101
12,111102
12,111103
12,111104
12,111105
12,111106
12,111107
12,111108
12,111109
12,111110
12,111111
12,111112
12,111113
12,111114
12,111115
12,111116
12,111117
12,111118
12,111119
12,111120
13,112001
13,112002
13,112003
13,112004
13,112005
13,112006
13,112007
13,112008
13,112009
13,112010
13,112011
13,112012
13,112013
13,112014
13,112015
13,112016
13,112017
13,112018
13,112019
13,112020
13,112021
13,112022
13,112023
13,112024
13,112025
13,112026
13,112027
13,112028
13,112029
13,112030
13,112031
13,112032
13,112033
13,112034
13,112035
13,112036
13,112037
13,112038
13,112039
13,112040
13,112041
13,112042
13,112043
13,112044
13,112045
13,112046
13,112047
13,112048
13,112049
13,112050
13,112051
13,112052
13,112053
13,112054
13,112055
13,112056
13,112057
13,112058
13,112059
13,112060
13,112101
13,112102
13,112103
13,112104
13,112105
13,112106
13,112107
13,112108
13,112109
13,112110
13,112111
13,112112
13,112113
13,112114
13,112115
13,112116
13,112117
13,112118
13,112119
13,112120
13,112121
13,112122
13,112123
13,112124
13,112125
13,112126
13,112127
13,112128
13,112129
13,112130
13,112131
13,112132
13,112133
13,112134
13,112135
13,112136
13,112137
13,112138
13,112139
13,112140
13,112141
13,112142
13,112143
13,112144
13,112145
13,112146
13,112147
13,112148
13,112149
13,112150
13,112151
13,112152
13,112153
13,112154
13,112155
13,112156
13,112157
13,112158
13,112159
13,112160
9011,112161
14,113001
14,113002
14,113003
14,113004
14,113005
14,113006
14,113007
14,113008
14,113009
14,113010
14,113011
14,113012
14,113013
14,113014
14,113015
14,113016
14,113017
14,113018
14,113019
14,113020
14,113021
14,113022
14,113023
14,113024
15,114001
15,114002
15,114003
15,114004
15,114005
15,114006
15,114007
15,114008
15,114009
15,114010
15,114011
15,114012
15,114013
15,114014
15,114015
15,114016
15,114017
15,114018
15,114019
15,114020
15,114021
15,114022
15,114023
15,114024
16,115001
16,115002
16,115003
16,115004
16,115005
16,115006
16,115007
16,115008
16,115009
16,115010
16,115011
16,115012
16,115013
16,115014
16,115015
16,115016
16,115017
16,115018
16,115019
16,115020
16,115021
16,115022
16,115023
16,115024
16,115025
16,115026
16,115027
16,115028
16,115029
16,115030
16,115031
16,115032
16,115033
16,115034
16,115035
16,115036
16,115037
16,115038
16,115039
16,115040
16,115041
16,115042
16,115043
16,115044
16,115045
16,115046
16,115047
16,115048
16,115049
16,115050
16,115051
16,115052
16,115053
16,115054
16,115055
16,115056
16,115057
16,115058
16,115059
16,115060
16,115061
16,115062
16,115063
16,115064
16,115065
16,115066
16,115067
16,115068
16,115069
16,115070
16,115071
16,115072
16,115073
16,115074
16,115075
16,115076
16,115077
16,115078
16,115079
16,115080
16,115081
16,115082
16,115083
16,115084
16,115085
16,115086
16,115087
16,115088
16,115089
16,115090
16,115091
16,115092
16,115093
16,115094
16,115095
16,115096
16,115097
16,115098
16,115099
16,115100
16,115101
16,115102
16,115103
16,115104
16,115105
16,115106
16,115107
16,115108
16,115109
16,115110
16,115111
16,115112
16,115113
16,115114
16,115115
16,115116
16,115117
16,115118
16,115119
16,115120
17,200001
33,200001
17,200002
33,200002
17,200003
33,200003
17,200004
33,200004
17,200005
33,200005
17,200006
33,200006
17,200007
33,200007
17,200008
33,200008
17,200009
33,200009
17,200010
33,200010
18,200012
18,200014
18,200015
18,200016
18,200017
18,200018
18,200019
18,200020
19,201001
33,201001
17,201002
33,201002
19,201003
33,201003
19,201004
33,201004
17,201005
33,201005
19,201006
33,201006
19,201007
33,201007
19,201008
33,201008
17,201009
33,201009
19,201010
33,201010
19,201011
33,201011
17,201012
33,201012
19,201013
33,201013
19,201014
33,201014
19,201015
33,201015
17,201016
33,201016
19,201017
33,201017
19,201018
33,201018
17,201019
33,201019
19,201020
33,201020
19,201021
33,201021
19,201022
33,201022
19,201023
33,201023
17,201024
33,201024
19,201025
33,201025
17,201026
33,201026
19,201027
33,201027
19,201028
33,201028
19,201029
33,201029
19,201030
33,201030
19,201031
33,201031
17,201032
33,201032
17,201033
33,201033
19,201034
33,201034
19,201035
33,201035
19,201036
33,201036
19,201037
33,201037
17,201038
33,201038
19,201039
33,201039
19,201040
33,201040
19,201041
33,201041
19,201042
33,201042
19,201043
33,201043
17,201044
33,201044
19,201045
33,201045
19,201046
33,201046
19,201047
33,201047
19,201048
33,201048
19,201049
33,201049
17,201050
33,201050
19,201051
33,201051
19,201052
33,201052
17,201053
33,201053
19,201054
33,201054
17,201055
33,201055
17,201056
33,201056
19,201057
33,201057
19,201058
33,201058
19,201059
33,201059
19,201060
33,201060
19,201061
33,201061
19,201062
33,201062
17,201063
33,201063
19,201064
33,201064
19,201065
33,201065
19,201066
33,201066
17,201067
33,201067
19,201068
33,201068
17,201069
33,201069
19,201070
33,201070
17,201071
33,201071
19,201072
33,201072
19,201073
33,201073
19,201074
33,201074
17,201075
33,201075
19,201076
33,201076
19,201077
33,201077
17,201078
33,201078
19,201079
33,201079
17,201080
33,201080
19,201081
33,201081
19,201082
33,201082
17,201083
33,201083
19,201084
33,201084
19,201085
33,201085
17,201086
33,201086
17,201087
33,201087
17,201088
33,201088
19,201089
33,201089
17,201090
33,201090
19,201091
33,201091
17,201092
33,201092
19,201093
33,201093
19,201094
33,201094
19,201095
33,201095
19,201096
33,201096
19,201097
33,201097
17,201098
33,201098
19,201099
33,201099
19,201100
33,201100
19,201101
33,201101
17,201102
33,201102
19,201103
33,201103
19,201104
33,201104
19,201105
33,201105
19,201106
33,201106
19,201107
33,201107
17,201108
33,201108
19,201109
33,201109
17,201110
33,201110
17,201111
33,201111
17,201112
33,201112
19,201113
33,201113
17,201114
33,201114
19,201115
33,201115
17,201116
33,201116
19,201117
33,201117
19,201118
33,201118
17,201119
33,201119
17,201120
33,201120
19,201121
33,201121
19,201122
33,201122
17,201123
33,201123
19,201124
33,201124
17,201125
33,201125
19,201126
33,201126
19,201127
33,201127
19,201128
33,201128
19,201129
33,201129
19,201130
33,201130
19,201131
33,201131
19,201132
33,201132
17,201133
33,201133
19,201134
33,201134
19,201135
33,201135
19,201136
33,201136
19,201137
33,201137
17,201138
33,201138
19,201139
33,201139
19,201140
33,201140
19,201141
33,201141
19,201142
33,201142
17,201143
33,201143
19,201144
33,201144
19,201145
33,201145
19,201146
33,201146
17,201147
33,201147
19,201148
33,201148
19,201149
33,201149
19,201150
33,201150
19,201151
33,201151
19,201152
33,201152
19,201153
33,201153
19,201154
33,201154
17,201155
33,201155
19,201156
33,201156
19,201157
33,201157
19,201158
33,201158
19,201159
33,201159
17,201160
33,201160
19,201161
33,201161
19,201162
33,201162
19,201163
33,201163
19,201164
33,201164
17,201165
33,201165
19,201166
33,201166
19,201167
33,201167
19,201168
33,201168
18,201169
33,201169
18,201170
33,201170
18,201171
33,201171
18,201172
33,201172
18,201173
33,201173
18,201174
33,201174
18,201175
33,201175
18,201176
33,201176
18,201177
33,201177
18,201178
33,201178
18,201179
33,201179
18,201180
33,201180
27,202001
33,202001
17,202002
33,202002
27,202003
33,202003
27,202004
33,202004
27,202005
33,202005
27,202006
33,202006
27,202007
33,202007
17,202008
33,202008
27,202009
33,202009
17,202010
33,202010
27,202011
33,202011
27,202012
33,202012
17,202013
33,202013
27,202014
33,202014
27,202015
33,202015
17,202016
33,202016
27,202017
33,202017
27,202018
33,202018
17,202019
33,202019
27,202020
33,202020
27,202021
33,202021
27,202022
33,202022
27,202023
33,202023
17,202024
33,202024
17,202025
33,202025
27,202026
33,202026
27,202027
33,202027
27,202028
33,202028
27,202029
33,202029
27,202030
33,202030
27,202031
33,202031
27,202032
33,202032
17,202033
33,202033
27,202034
33,202034
27,202035
33,202035
17,202036
33,202036
27,202037
33,202037
27,202038
33,202038
17,202039
33,202039
27,202040
33,202040
27,202041
33,202041
27,202042
33,202042
27,202043
33,202043
27,202044
33,202044
17,202045
33,202045
27,202046
33,202046
17,202047
33,202047
27,202048
33,202048
27,202049
33,202049
17,202050
33,202050
27,202051
33,202051
27,202052
33,202052
27,202053
33,202053
27,202054
33,202054
27,202055
33,202055
17,202056
33,202056
17,202057
33,202057
27,202058
33,202058
27,202059
33,202059
27,202060
33,202060
17,202061
33,202061
17,202062
33,202062
27,202063
33,202063
27,202064
33,202064
27,202065
33,202065
17,202066
33,202066
27,202067
33,202067
17,202068
33,202068
27,202069
33,202069
27,202070
33,202070
27,202071
33,202071
27,202072
33,202072
27,202073
33,202073
17,202074
33,202074
27,202075
33,202075
27,202076
33,202076
17,202077
33,202077
27,202078
33,202078
27,202079
33,202079
17,202080
33,202080
27,202081
33,202081
27,202082
33,202082
27,202083
33,202083
17,202084
33,202084
27,202085
33,202085
27,202086
33,202086
17,202087
33,202087
27,202088
33,202088
17,202089
33,202089
27,202090
33,202090
17,202091
33,202091
27,202092
33,202092
27,202093
33,202093
27,202094
33,202094
17,202095
33,202095
27,202096
33,202096
17,202097
33,202097
17,202098
33,202098
17,202099
33,202099
27,202100
33,202100
27,202101
33,202101
17,202102
33,202102
27,202103
33,202103
17,202104
33,202104
27,202105
33,202105
27,202106
33,202106
17,202107
33,202107
17,202108
33,202108
17,202109
33,202109
27,202110
33,202110
27,202111
33,202111
27,202112
33,202112
27,202113
33,202113
17,202114
33,202114
27,202115
33,202115
27,202116
33,202116
27,202117
33,202117
17,202118
33,202118
27,202119
33,202119
27,202120
33,202120
17,202121
33,202121
27,202122
33,202122
17,202123
33,202123
27,202124
33,202124
27,202125
33,202125
17,202126
33,202126
27,202127
33,202127
27,202128
33,202128
27,202129
33,202129
27,202130
33,202130
27,202131
33,202131
27,202132
33,202132
27,202133
33,202133
27,202134
33,202134
27,202135
33,202135
17,202136
33,202136
27,202137
33,202137
27,202138
33,202138
27,202139
33,202139
27,202140
33,202140
27,202141
33,202141
17,202142
33,202142
27,202143
33,202143
27,202144
33,202144
17,202145
33,202145
27,202146
33,202146
27,202147
33,202147
27,202148
33,202148
27,202149
33,202149
27,202150
33,202150
27,202151
33,202151
27,202152
33,202152
27,202153
33,202153
27,202154
33,202154
27,202155
33,202155
17,202156
33,202156
27,202157
33,202157
27,202158
33,202158
27,202159
33,202159
27,202160
33,202160
27,202161
33,202161
27,202162
33,202162
17,202163
33,202163
17,202164
33,202164
27,202165
33,202165
17,202166
33,202166
27,202167
33,202167
27,202168
33,202168
18,202169
33,202169
18,202170
33,202170
18,202171
33,202171
18,202172
33,202172
18,202173
33,202173
18,202174
33,202174
18,202175
33,202175
18,202176
33,202176
18,202177
33,202177
18,202178
33,202178
18,202179
33,202179
18,202180
33,202180
29,203001
33,203001
23,203002
32,203002
22,203003
32,203003
29,203004
29,203005
25,203006
32,203006
29,203007
29,203008
29,203009
29,203010
21,203011
32,203011
29,203012
29,203013
21,203014
32,203014
29,203015
20,203016
32,203016
29,203017
29,203018
22,203019
32,203019
29,203020
29,203021
29,203022
29,203023
29,203024
24,203025
32,203025
20,203026
32,203026
25,203027
32,203027
29,203028
29,203029
24,203030
32,203030
29,203031
29,203032
29,203033
29,203034
25,203035
32,203035
29,203036
21,203037
32,203037
29,203038
29,203039
29,203040
20,203041
32,203041
22,203042
32,203042
29,203043
23,203044
32,203044
29,203045
29,203046
29,203047
29,203048
29,203049
29,203050
25,203051
32,203051
29,203052
29,203053
29,203054
29,203055
25,203056
32,203056
29,203057
29,203058
24,203059
32,203059
29,203060
29,203061
29,203062
29,203063
29,203064
20,203065
32,203065
29,203066
29,203067
25,203068
32,203068
29,203069
23,203070
32,203070
29,203071
29,203072
29,203073
22,203074
32,203074
29,203075
20,203076
29,203076
24,203077
29,203077
24,203078
29,203078
20,203079
32,203079
29,203080
29,203081
29,203082
29,203083
29,203084
29,203085
25,203086
32,203086
23,203087
32,203087
29,203088
24,203089
29,203089
20,203090
32,203090
29,203091
29,203092
29,203093
29,203094
29,203095
20,203096
29,203096
29,203097
20,203098
29,203098
29,203099
29,203100
29,203101
29,203102
29,203103
21,203104
32,203104
29,203105
21,203106
32,203106
23,203107
32,203107
20,203108
32,203108
25,203109
32,203109
21,203110
32,203110
29,203111
25,203112
32,203112
24,203113
32,203113
29,203114
29,203115
23,203116
29,203116
29,203117
24,203118
32,203118
22,203119
32,203119
29,203120
21,203121
32,203121
23,203122
32,203122
22,203123
32,203123
29,203124
29,203125
24,203126
32,203126
29,203127
24,203128
29,203128
29,203129
29,203130
29,203131
29,203132
29,203133
29,203134
25,203135
32,203135
29,203136
21,203137
29,203137
29,203138
29,203139
29,203140
29,203141
23,203142
32,203142
29,203143
23,203144
32,203144
29,203145
29,203146
25,203147
32,203147
29,203148
25,203149
29,203149
29,203150
29,203151
24,203152
29,203152
23,203153
32,203153
29,203154
29,203155
29,203156
29,203157
29,203158
29,203159
29,203160
29,203161
29,203162
29,203163
29,203164
21,203165
29,203165
24,203166
32,203166
22,203167
32,203167
29,203168
18,203169
18,203170
18,203171
18,203172
18,203173
18,203174
18,203175
18,203176
18,203177
18,203178
18,203179
18,203180
31,204001
31,204002
31,204003
24,204004
31,204004
31,204005
31,204006
21,204007
32,204007
31,204008
20,204009
32,204009
22,204010
32,204010
31,204011
22,204012
32,204012
31,204013
31,204014
20,204015
32,204015
31,204016
31,204017
31,204018
31,204019
23,204020
32,204020
31,204021
31,204022
31,204023
31,204024
31,204025
31,204026
31,204027
21,204028
32,204028
22,204029
32,204029
31,204030
31,204031
31,204032
31,204033
31,204034
31,204035
31,204036
23,204037
32,204037
24,204038
32,204038
21,204039
32,204039
31,204040
24,204041
32,204041
25,204042
32,204042
24,204043
32,204043
31,204044
22,204045
32,204045
31,204046
31,204047
31,204048
20,204049
32,204049
21,204050
32,204050
31,204051
31,204052
31,204053
31,204054
31,204055
31,204056
31,204057
31,204058
31,204059
31,204060
31,204061
31,204062
31,204063
31,204064
31,204065
21,204066
32,204066
31,204067
31,204068
22,204069
32,204069
31,204070
31,204071
31,204072
23,204073
32,204073
31,204074
25,204075
32,204075
31,204076
23,204077
31,204077
25,204078
32,204078
23,204079
32,204079
31,204080
31,204081
21,204082
31,204082
31,204083
23,204084
32,204084
31,204085
31,204086
25,204087
32,204087
22,204088
31,204088
22,204089
31,204089
24,204090
32,204090
21,204091
32,204091
31,204092
31,204093
31,204094
31,204095
22,204096
32,204096
23,204097
32,204097
23,204098
32,204098
31,204099
31,204100
22,204101
32,204101
31,204102
31,204103
25,204104
32,204104
31,204105
31,204106
24,204107
32,204107
22,204108
32,204108
31,204109
31,204110
23,204111
32,204111
31,204112
31,204113
21,204114
32,204114
20,204115
32,204115
31,204116
21,204117
31,204117
20,204118
32,204118
25,204119
32,204119
25,204120
32,204120
24,204121
32,204121
20,204122
31,204122
31,204123
31,204124
31,204125
31,204126
31,204127
21,204128
31,204128
31,204129
31,204130
31,204131
24,204132
32,204132
31,204133
31,204134
31,204135
31,204136
31,204137
20,204138
31,204138
31,204139
31,204140
22,204141
32,204141
31,204142
31,204143
20,204144
31,204144
31,204145
22,204146
32,204146
31,204147
23,204148
31,204148
31,204149
31,204150
31,204151
25,204152
32,204152
31,204153
22,204154
31,204154
31,204155
31,204156
31,204157
20,204158
32,204158
31,204159
31,204160
31,204161
21,204162
32,204162
31,204163
31,204164
31,204165
31,204166
31,204167
20,204168
32,204168
18,204169
18,204170
18,204171
18,204172
18,204173
18,204174
18,204175
18,204176
18,204177
18,204178
18,204179
18,204180
26,205001
26,205002
26,205003
26,205004
26,205005
26,205006
26,205007
26,205008
26,205009
26,205010
26,205011
26,205012
26,205013
26,205014
26,205015
26,205016
26,205017
26,205018
26,205019
26,205020
26,205021
26,205022
26,205023
26,205024
26,205025
26,205026
26,205027
26,205028
26,205029
26,205030
26,205031
26,205032
26,205033
26,205034
26,205035
26,205036
26,205037
26,205038
26,205039
26,205040
26,205041
26,205042
26,205043
26,205044
26,205045
26,205046
26,205047
26,205048
26,205049
26,205050
26,205051
26,205052
26,205053
26,205054
26,205055
26,205056
26,205057
26,205058
26,205059
26,205060
26,205061
26,205062
26,205063
26,205064
26,205065
26,205066
26,205067
26,205068
26,205069
26,205070
26,205071
26,205072
26,205073
26,205074
26,205075
26,205076
26,205077
26,205078
26,205079
26,205080
26,205081
26,205082
26,205083
26,205084
26,205085
26,205086
26,205087
26,205088
26,205089
26,205090
26,205091
26,205092
26,205093
26,205094
26,205095
26,205096
26,205097
26,205098
26,205099
26,205100
26,205101
26,205102
26,205103
26,205104
26,205105
26,205106
26,205107
26,205108
26,205109
26,205110
26,205111
26,205112
26,205113
26,205114
26,205115
26,205116
26,205117
26,205118
26,205119
26,205120
26,205121
26,205122
26,205123
26,205124
26,205125
26,205126
26,205127
26,205128
26,205129
26,205130
26,205131
33,206001
33,206002
33,206003
33,206004
33,206005
33,206006
33,206007
33,206008
33,206009
33,206010
33,206011
33,206012
33,206013
33,206014
33,206015
33,206016
33,206017
33,206018
33,206019
33,206020
33,206021
33,206022
33,206023
33,206024
33,207001
33,207002
33,207003
33,207004
33,207005
33,207006
33,207007
33,207008
33,207009
33,207010
33,207011
33,207012
33,207013
33,207014
33,207015
33,207016
33,207017
33,207018
33,207019
33,207020
33,207021
33,207022
33,207023
33,207024
33,207025
33,207026
28,291001
28,291002
28,291003
28,291004
28,291005
30,292001
30,292002
30,292003
30,292004
30,292005
30,292006
32,293101
32,293102
32,293103
32,293104
32,293105
32,293106
32,293107
32,293108
32,293109
32,293110
32,293111
32,293112
32,293201
32,293202
32,293203
32,293204
32,293205
32,293206
32,293207
32,293208
32,293209
32,293210
32,293211
32,293212
33,293301
33,293302
33,293303
33,293304
33,299001
33,299002
33,299021
33,299027
33,299040
9002,299059
9002,299060
9002,299061
9002,299062
9002,299063
9002,299064
9002,299065
9002,299066
9002,299067
9002,299068
9002,299069
9002,299070
33,299070
9002,299071
9002,299072
9002,299073
9002,299074
9002,299075
9002,299076
9002,299077
9002,299078
9002,299079
9002,299080
33,299080
9002,299081
9002,299082
9002,299083
9002,299084
9002,299085
9002,299086
9002,299087
9002,299088
9002,299089
9002,299090
9002,299091
9002,299092
33,299093
33,299094
33,299095
33,299096
33,299097
33,299098
33,299099
33,299100
33,299101